schema:*key,$text
ambient_SHOP_NOBLE_NO_JEWELS_M_5,"You hear, 'Wealthy. Or pretending well.'"
ambient_SHOP_NOBLE_NO_JEWELS_M_6,"A mannequin next to you wears more sparkle."
ambient_SHOP_NOBLE_NO_JEWELS_M_7,"A page offers you a fake ring. Out of pity."
ambient_SHOP_NOBLE_NO_JEWELS_M_8,"Someone says, 'No jewels? No status.'"
ambient_SHOP_NOBLE_NO_JEWELS_M_9,"The light dims just a bit when you enter."

ambient_SHOP_NOBLE_NO_JEWELS_F_0,"A noblewoman smirks. 'She spent it all on fabric.'"
ambient_SHOP_NOBLE_NO_JEWELS_F_1,"A bard sings, 'She glides in grace, unburdened by gems.'"
ambient_SHOP_NOBLE_NO_JEWELS_F_2,"A merchant says, 'You need accessories. *Desperately.*'"
ambient_SHOP_NOBLE_NO_JEWELS_F_3,"A clerk holds up a necklace with hope in her eyes."
ambient_SHOP_NOBLE_NO_JEWELS_F_4,"A jester offers you a shiny spoon. For fun?"
ambient_SHOP_NOBLE_NO_JEWELS_F_5,"Someone whispers, 'A duchess? A minimalist? A mystery.'"
ambient_SHOP_NOBLE_NO_JEWELS_F_6,"A child says, 'Where’s her crown?' and is hushed."
ambient_SHOP_NOBLE_NO_JEWELS_F_7,"A tailor sobs. 'She’s beautiful but incomplete!'"
ambient_SHOP_NOBLE_NO_JEWELS_F_8,"A page offers earrings. You don’t wear earrings."
ambient_SHOP_NOBLE_NO_JEWELS_F_9,"You hear, 'Brave to go without… foolish to stay that way.'"

ambient_SHOP_NOBLE_BATTLE_READY_M_0,"A merchant bows. 'We sell polish, not plate, sir.'"
ambient_SHOP_NOBLE_BATTLE_READY_M_1,"A guard eyes you. Then steps aside. Slowly."
ambient_SHOP_NOBLE_BATTLE_READY_M_2,"A bard sings, 'The noble knight in satin steel!'"
ambient_SHOP_NOBLE_BATTLE_READY_M_3,"A tailor nods. 'A rare mix of danger and design.'"
ambient_SHOP_NOBLE_BATTLE_READY_M_4,"A clerk runs to find reinforced thread. Just in case."
ambient_SHOP_NOBLE_BATTLE_READY_M_5,"A mannequin cracks under pressure. Literally."
ambient_SHOP_NOBLE_BATTLE_READY_M_6,"You hear, 'He’s here for fabric or vengeance… or both.'"
ambient_SHOP_NOBLE_BATTLE_READY_M_7,"A jester whispers, 'Don’t laugh. Just don’t.'"
ambient_SHOP_NOBLE_BATTLE_READY_M_8,"A noble nods once. And gets out of your way."
ambient_SHOP_NOBLE_BATTLE_READY_M_9,"Someone mutters, 'Dressed to kill. Politely.'"

ambient_SHOP_NOBLE_BATTLE_READY_F_0,"A tailor gasps, 'A warrior duchess… by the Nine.'"
ambient_SHOP_NOBLE_BATTLE_READY_F_1,"A bard sings a ballad and forgets the second verse."
ambient_SHOP_NOBLE_BATTLE_READY_F_2,"A clerk curtsies and trips over a bolt of velvet."
ambient_SHOP_NOBLE_BATTLE_READY_F_3,"A merchant bows. 'Welcome, my lady general.'"
ambient_SHOP_NOBLE_BATTLE_READY_F_4,"A noblewoman whispers, 'Power. Elegance. Danger.'"
ambient_SHOP_NOBLE_BATTLE_READY_F_5,"A guard stands straighter. You didn’t even look at him."
ambient_SHOP_NOBLE_BATTLE_READY_F_6,"A jester salutes you with a feathered hat. It shakes."
ambient_SHOP_NOBLE_BATTLE_READY_F_7,"A dress form collapses. It knows its place."
ambient_SHOP_NOBLE_BATTLE_READY_F_8,"You hear, 'She's here to buy silk… or end a war.'"
ambient_SHOP_NOBLE_BATTLE_READY_F_9,"A bard quietly says, 'I need a new verse. She broke this one.'"

ambient_HOUSE_FULLY_NUDE_M_0,"A woman screams and slams the door in your face."
ambient_HOUSE_FULLY_NUDE_M_1,"A child cries. Loudly. You consider running."
ambient_HOUSE_FULLY_NUDE_M_2,"The homeowner drops a tray. Then drops *you* from the house."
ambient_HOUSE_FULLY_NUDE_M_3,"You hear, 'This is not that kind of visit!'"
ambient_HOUSE_FULLY_NUDE_M_4,"A a resident flees into the pantry. Forever."
ambient_HOUSE_FULLY_NUDE_M_5,"A dog growls. Then howls. Then everyone panics."
ambient_HOUSE_FULLY_NUDE_M_6,"Someone mutters, 'Degenerate! Pervert! No manners!'"
ambient_HOUSE_FULLY_NUDE_M_7,"A a neighbor whispers, 'He brought... nothing. Literally.'"
ambient_HOUSE_FULLY_NUDE_M_8,"A broom flies toward you. Not magically. Just very fast."
ambient_HOUSE_FULLY_NUDE_M_9,"You hear, 'What in Oblivion?!' and furniture moving."

ambient_HOUSE_FULLY_NUDE_F_0,"A lady screams, 'She’s naked in my parlor!'"
ambient_HOUSE_FULLY_NUDE_F_1,"A a local gasps and runs into a wall. Deserved."
ambient_HOUSE_FULLY_NUDE_F_2,"A dog stares, confused and aroused. Someone faints."
ambient_HOUSE_FULLY_NUDE_F_3,"A child says, 'Mummy, she forgot her dress!'"
ambient_HOUSE_FULLY_NUDE_F_4,"A guard outside gets called inside. Urgently."
ambient_HOUSE_FULLY_NUDE_F_5,"A an onlooker in the corner drops his lute. And leaves town."
ambient_HOUSE_FULLY_NUDE_F_6,"A a resident throws a curtain over you mid-shriek."
ambient_HOUSE_FULLY_NUDE_F_7,"A grandmother faints. The carpet does not survive."
ambient_HOUSE_FULLY_NUDE_F_8,"Someone yells, 'Get out! GET OUT!'"
ambient_HOUSE_FULLY_NUDE_F_9,"You hear prayers. Multiple. In different dialects."

ambient_HOUSE_UNDERWEAR_ONLY_M_0,"A man shouts, 'This isn’t your bedroom!'"
ambient_HOUSE_UNDERWEAR_ONLY_M_1,"A a homeowner blinks. 'Uh... did we skip something?'"
ambient_HOUSE_UNDERWEAR_ONLY_M_2,"You hear, 'Put on pants or get out!'"
ambient_HOUSE_UNDERWEAR_ONLY_M_3,"A a resident offers a blanket. No eye contact."
ambient_HOUSE_UNDERWEAR_ONLY_M_4,"A a neighbor chokes on tea. Repeatedly."
ambient_HOUSE_UNDERWEAR_ONLY_M_5,"A child giggles. Then gets shushed. Twice."
ambient_HOUSE_UNDERWEAR_ONLY_M_6,"A dog barks once, then hides behind a chair."
ambient_HOUSE_UNDERWEAR_ONLY_M_7,"You hear, 'He came dressed as scandal.'"
ambient_HOUSE_UNDERWEAR_ONLY_M_8,"A woman grabs a towel and throws it like a weapon."
ambient_HOUSE_UNDERWEAR_ONLY_M_9,"A a resident gasps. A a local yells. Someone opens a window."

ambient_HOUSE_UNDERWEAR_ONLY_F_0,"A lady of the house drops her tray. And her jaw."
ambient_HOUSE_UNDERWEAR_ONLY_F_1,"A a local mutters, 'I wasn’t expecting lingerie.'"
ambient_HOUSE_UNDERWEAR_ONLY_F_2,"A a resident shrieks, 'Cover that up! Or flaunt it better!'"
ambient_HOUSE_UNDERWEAR_ONLY_F_3,"A an onlooker starts composing. Gets slapped with a teacup."
ambient_HOUSE_UNDERWEAR_ONLY_F_4,"You hear, 'Wrong party. Wrong era. Wrong everything.'"
ambient_HOUSE_UNDERWEAR_ONLY_F_5,"A a resident bolts. His shoes stay behind."
ambient_HOUSE_UNDERWEAR_ONLY_F_6,"A child asks, 'Is that bedtime clothes?'"
ambient_HOUSE_UNDERWEAR_ONLY_F_7,"A a resident offers a robe. You decline. He dies inside."
ambient_HOUSE_UNDERWEAR_ONLY_F_8,"You hear prayers from a nearby room. Again."
ambient_HOUSE_UNDERWEAR_ONLY_F_9,"Someone whispers, 'She’s *very* brave... or very lost.'"

ambient_HOUSE_COMMONER_TOPLESS_M_0,"A a neighbor chuckles. 'Is this... fashion?'"
ambient_HOUSE_COMMONER_TOPLESS_M_1,"A a resident tosses you a scarf like a net trap."
ambient_HOUSE_COMMONER_TOPLESS_M_2,"Someone whispers, 'He must be from the wilds.'"
ambient_HOUSE_COMMONER_TOPLESS_M_3,"A a homeowner mutters, 'At least wear an apron next time.'"
ambient_HOUSE_COMMONER_TOPLESS_M_4,"You hear, 'Is this peasant hospitality?'"
ambient_HOUSE_COMMONER_TOPLESS_M_5,"A a local covers his eyes. Then peeks."
ambient_HOUSE_COMMONER_TOPLESS_M_6,"A dog barks twice. Then licks your leg. Why?"
ambient_HOUSE_COMMONER_TOPLESS_M_7,"A an onlooker sings, 'The topless traveler!' Badly."
ambient_HOUSE_COMMONER_TOPLESS_M_8,"A tray drops. A scream follows. You feel cold."
ambient_HOUSE_COMMONER_TOPLESS_M_9,"Someone shouts, 'This is not Skyrim!'"

ambient_HOUSE_COMMONER_TOPLESS_F_0,"A grandmother gasps, 'Put those away, child!'"
ambient_HOUSE_COMMONER_TOPLESS_F_1,"A an onlooker starts a love song. Gets silenced with bread."
ambient_HOUSE_COMMONER_TOPLESS_F_2,"You hear, 'That’s bold. That’s... very bold.'"
ambient_HOUSE_COMMONER_TOPLESS_F_3,"A a resident throws a napkin like it’ll help."
ambient_HOUSE_COMMONER_TOPLESS_F_4,"A a homeowner whispers, 'She's from the Dibella chapter, right?'"
ambient_HOUSE_COMMONER_TOPLESS_F_5,"A a neighbor spills wine on themselves. They deserve it."
ambient_HOUSE_COMMONER_TOPLESS_F_6,"A child yells, 'Mummy, she forgot her shirt!'"
ambient_HOUSE_COMMONER_TOPLESS_F_7,"You hear muttering behind every door."
ambient_HOUSE_COMMONER_TOPLESS_F_8,"A woman clutches her pearls. Overreacts."
ambient_HOUSE_COMMONER_TOPLESS_F_9,"A a local offers you a shawl. Blushing furiously."

ambient_HOUSE_COMMONER_BOTTOMLESS_M_0,"A woman screams, 'PANTS! Get him some PANTS!'"
ambient_HOUSE_COMMONER_BOTTOMLESS_M_1,"A dog growls. A cat judges. A a resident runs."
ambient_HOUSE_COMMONER_BOTTOMLESS_M_2,"A a local chokes on wine and on pride."
ambient_HOUSE_COMMONER_BOTTOMLESS_M_3,"A a resident opens a drawer. Throws you breeches. Slams it shut."
ambient_HOUSE_COMMONER_BOTTOMLESS_M_4,"A an onlooker sings one note. Everyone glares."
ambient_HOUSE_COMMONER_BOTTOMLESS_M_5,"You hear, 'And I thought last week was bad...'"
ambient_HOUSE_COMMONER_BOTTOMLESS_M_6,"A child yells, 'Mummy! That man’s legs are scary!'"
ambient_HOUSE_COMMONER_BOTTOMLESS_M_7,"A a neighbor shouts, 'Cover that *immediately*!'"
ambient_HOUSE_COMMONER_BOTTOMLESS_M_8,"A tailor faints somewhere upstairs. Spiritually."
ambient_HOUSE_COMMONER_BOTTOMLESS_M_9,"You hear, 'Is this some Nord thing?'"

ambient_HOUSE_COMMONER_BOTTOMLESS_F_0,"A a local shrieks, 'Someone get her a skirt!'"
ambient_HOUSE_COMMONER_BOTTOMLESS_F_1,"A an onlooker chokes on a rhyme and a raisin."
ambient_HOUSE_COMMONER_BOTTOMLESS_F_2,"A child says, 'She’s... missing half.'"
ambient_HOUSE_COMMONER_BOTTOMLESS_F_3,"A a resident flings a curtain over you like a net."
ambient_HOUSE_COMMONER_BOTTOMLESS_F_4,"Someone drops a vase. It shatters. So do manners."
ambient_HOUSE_COMMONER_BOTTOMLESS_F_5,"A cat leaps onto you. For warmth? For shame?"
ambient_HOUSE_COMMONER_BOTTOMLESS_F_6,"You hear, 'Scandalous. But... well-tailored.'"
ambient_HOUSE_COMMONER_BOTTOMLESS_F_7,"A a resident mutters, 'At least it’s symmetrical.'"
ambient_HOUSE_COMMONER_BOTTOMLESS_F_8,"A a local faints. A second follows."
ambient_HOUSE_COMMONER_BOTTOMLESS_F_9,"A lady clutches her pearls. Then offers you trousers."

ambient_HOUSE_COMMONER_FULL_M_0,"A a homeowner nods. 'Welcome. Nice and proper.'"
ambient_HOUSE_COMMONER_FULL_M_1,"A a resident smiles. 'Finally someone who respects the carpet.'"
ambient_HOUSE_COMMONER_FULL_M_2,"A child says, 'He looks like Dad. But cleaner.'"
ambient_HOUSE_COMMONER_FULL_M_3,"You hear, 'Dull, but not offensive.'"
ambient_HOUSE_COMMONER_FULL_M_4,"A an onlooker plays a neutral chord in your honor."
ambient_HOUSE_COMMONER_FULL_M_5,"A a neighbor nods. 'No scandal. No story.'"
ambient_HOUSE_COMMONER_FULL_M_6,"A cat rubs against your leg. You’re officially safe."
ambient_HOUSE_COMMONER_FULL_M_7,"A a resident opens the door wider. Not impressed, just polite."
ambient_HOUSE_COMMONER_FULL_M_8,"You fade into the furniture. Comfortably."
ambient_HOUSE_COMMONER_FULL_M_9,"A a local yawns. You are background."

ambient_HOUSE_COMMONER_FULL_F_0,"A a resident says, 'Well dressed. Well done.'"
ambient_HOUSE_COMMONER_FULL_F_1,"A grandmother beams. 'Like a proper young lady!'"
ambient_HOUSE_COMMONER_FULL_F_2,"A an onlooker bows slightly. 'Respectable and radiant.'"
ambient_HOUSE_COMMONER_FULL_F_3,"A a homeowner smiles. 'Please, sit. Anywhere you like.'"
ambient_HOUSE_COMMONER_FULL_F_4,"A child says, 'She looks like a nice book teacher.'"
ambient_HOUSE_COMMONER_FULL_F_5,"You hear, 'Finally, someone with manners.'"
ambient_HOUSE_COMMONER_FULL_F_6,"A dog wags its tail. Very approvingly."
ambient_HOUSE_COMMONER_FULL_F_7,"A a local nods. Barely."
ambient_HOUSE_COMMONER_FULL_F_8,"A a resident offers tea. Bonus points."
ambient_HOUSE_COMMONER_FULL_F_9,"Someone whispers, 'No scandal? Refreshing.'"

ambient_HOUSE_NOBLE_FULL_M_0,"A a local nods. 'He understands the dress code.'"
ambient_HOUSE_NOBLE_FULL_M_1,"A a resident curtsies. Can't resist."
ambient_HOUSE_NOBLE_FULL_M_2,"A an onlooker begins humming a refined tune."
ambient_HOUSE_NOBLE_FULL_M_3,"A a homeowner smiles. 'My lord, this way.'"
ambient_HOUSE_NOBLE_FULL_M_4,"You hear, 'Elegance. Presence. Wealth.'"
ambient_HOUSE_NOBLE_FULL_M_5,"A child whispers, 'Is he the king?'"
ambient_HOUSE_NOBLE_FULL_M_6,"A a resident scrambles to light more candles."
ambient_HOUSE_NOBLE_FULL_M_7,"The room quiets. You haven’t even spoken."
ambient_HOUSE_NOBLE_FULL_M_8,"A cat bows. Or slips. Either way, majestic."
ambient_HOUSE_NOBLE_FULL_M_9,"You hear, 'Even his boots are a local.'"

ambient_HOUSE_NOBLE_FULL_F_0,"The room stills. Even the curtains look impressed."
ambient_HOUSE_NOBLE_FULL_F_1,"A a local gasps softly. Jealous? Amazed? Both."
ambient_HOUSE_NOBLE_FULL_F_2,"A an onlooker whispers, 'She’s a painting that walks.'"
ambient_HOUSE_NOBLE_FULL_F_3,"A a homeowner bows low. You barely nod. Perfect."
ambient_HOUSE_NOBLE_FULL_F_4,"A lady says, 'She commands the room without a word.'"
ambient_HOUSE_NOBLE_FULL_F_5,"A a resident offers the best seat. Obviously."
ambient_HOUSE_NOBLE_FULL_F_6,"Someone mutters, 'She came dressed for greatness.'"
ambient_HOUSE_NOBLE_FULL_F_7,"The teapot pours itself. Probably magic. Or respect."
ambient_HOUSE_NOBLE_FULL_F_8,"A a local steps aside. Gracefully."
ambient_HOUSE_NOBLE_FULL_F_9,"A chandelier sparkles harder when you enter."

ambient_HOUSE_RELIGIOUS_GARB_M_0,"A host murmurs, 'We welcome all faithful.'"
ambient_HOUSE_RELIGIOUS_GARB_M_1,"A servant blesses your tea without asking."
ambient_HOUSE_RELIGIOUS_GARB_M_2,"A child whispers, 'Is he a monk or a priest?'"
ambient_HOUSE_RELIGIOUS_GARB_M_3,"You hear soft chants from another room."
ambient_HOUSE_RELIGIOUS_GARB_M_4,"A bard plays a solemn tune on instinct."
ambient_HOUSE_RELIGIOUS_GARB_M_5,"Someone says, 'He brings peace. And sandals.'"
ambient_HOUSE_RELIGIOUS_GARB_M_6,"A cat stares reverently. Then falls asleep."
ambient_HOUSE_RELIGIOUS_GARB_M_7,"A noble bows. Slightly. Enough."
ambient_HOUSE_RELIGIOUS_GARB_M_8,"The fireplace crackles like a blessing."
ambient_HOUSE_RELIGIOUS_GARB_M_9,"You hear, 'He walks in light. Quietly.'"

ambient_HOUSE_RELIGIOUS_GARB_F_0,"A noblewoman smiles. 'Such dignity. Such modest power.'"
ambient_HOUSE_RELIGIOUS_GARB_F_1,"A bard begins a soft hymn. Unplanned. Perfect."
ambient_HOUSE_RELIGIOUS_GARB_F_2,"A servant lays down a pillow. You didn’t ask."
ambient_HOUSE_RELIGIOUS_GARB_F_3,"A child says, 'She looks like a statue.'"
ambient_HOUSE_RELIGIOUS_GARB_F_4,"You hear whispers. Respectful. Awestruck."
ambient_HOUSE_RELIGIOUS_GARB_F_5,"Someone lights a candle just for you."
ambient_HOUSE_RELIGIOUS_GARB_F_6,"A cat rubs your leg once. Then meditates."
ambient_HOUSE_RELIGIOUS_GARB_F_7,"A noble lowers their head as you pass."
ambient_HOUSE_RELIGIOUS_GARB_F_8,"The room quiets. Then warms slightly."
ambient_HOUSE_RELIGIOUS_GARB_F_9,"You hear, 'She brings grace… not gossip.'"

ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_0,"A resident smirks. 'No robes, no rules. Works for me.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_1,"Someone in the corner says, 'Finally, someone honest.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_2,"A seated figure claps once. Slowly."
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_3,"A voice mutters, 'Confidence is fashion enough.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_4,"A guest raises a cup. 'Brave choice. Respect.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_5,"Someone whispers, 'Seen weirder. This is fine.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_6,"A figure nods. 'You wear the room well.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_7,"Someone chuckles. 'The breeze must be refreshing.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_8,"You hear a relaxed laugh. It’s approving."
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_M_9,"A passerby shrugs. 'We don’t judge here.'"

ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_0,"A quiet voice says, 'Now that’s confidence.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_1,"Someone raises an eyebrow. Then smiles."
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_2,"A guest claps once. Then carries on drinking."
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_3,"A seated woman smirks. 'She owns that entrance.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_4,"Someone mutters, 'Art. Pure, walking art.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_5,"A figure nearby nods. 'Let her be. She belongs.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_6,"A laugh escapes the shadows. Light and approving."
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_7,"Someone gestures to an empty cushion. 'Welcome.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_8,"You hear, 'Well, that brightened the place up.'"
ambient_GROUPINTERIOR_LIBERAL_FULLY_NUDE_F_9,"A drink is raised. You weren’t asked why."

ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_0,"A nearby voice says, 'Still more dressed than most.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_1,"Someone chuckles. 'He came prepared for... something.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_2,"A figure nods. 'Comfort over fashion. Bold.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_3,"A seat is offered without comment. Just a smirk."
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_4,"A guest whispers, 'Practical. Confusing. Acceptable.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_5,"Someone nearby mutters, 'At least he's got shoes.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_6,"You hear light applause. Just a few hands."
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_7,"A figure tilts their glass. 'Not bad. Not bad at all.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_8,"Someone chuckles, 'That’s one way to enter.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_M_9,"A smile meets you at the door. No questions."

ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_0,"A calm voice says, 'Now that’s a confident walk.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_1,"Someone offers you a cushion. No questions asked."
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_2,"You hear, 'She understood the assignment.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_3,"A guest smirks. 'Simple. Striking. Respect.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_4,"Someone mutters, 'I hope she’s warm enough.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_5,"A nearby figure says, 'Seen bolder. Admire this.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_6,"A chair is pulled closer. You’re expected."
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_7,"A quiet voice whispers, 'Let her pass. Let her *shine*.'"
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_8,"You hear faint laughter. It’s not mocking."
ambient_GROUPINTERIOR_LIBERAL_UNDERWEAR_ONLY_F_9,"A drink is raised in silent salute."

ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_0,"A voice says, 'He's shirtless… in plate. That's a choice.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_1,"Someone mutters, 'That chest must deflect arrows too.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_2,"A chuckle: 'Who needs a cuirass with abs like that?'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_3,"You hear, 'He’s clearly not cold. Or modest.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_4,"A guest says, 'One part knight, two parts tavern tale.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_5,"Someone whispers, 'Hope he doesn’t sneeze into the chainmail.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_6,"A smirk: 'Battle fashion is evolving.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_7,"You hear clanking. And skin slapping leather. Odd combo."
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_8,"Someone laughs, 'What is he protecting, exactly?'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_M_9,"A seated figure says, 'Bold. And breezy.'"

ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_0,"A murmur: 'Steel and skin. She’s rewriting the code.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_1,"Someone mutters, 'Not sure where to look, honestly.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_2,"You hear, 'She brought cleavage to a knife fight.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_3,"A voice says, 'Fearless and flawless. Dangerous mix.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_4,"Someone spills their drink. They deserved it."
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_5,"A laugh: 'Who says armor can’t flirt?'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_6,"A comment from the dark: 'I surrender already.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_7,"You hear, 'Was that armor... or a trap?'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_8,"Someone whispers, 'Battle ready... and jaw-dropping.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_TOPLESS_F_9,"A smirk: 'No need for shields with that entrance.'"

ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_0,"Someone says, 'No pants? Guess he’s guarding other assets.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_1,"You hear, 'He armors up top, lets the breeze work below.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_2,"A laugh: 'Is this the breechless brigade?'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_3,"Someone mutters, 'That’s confidence with clanks.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_4,"A voice says, 'He skipped greaves. Went straight to legend.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_5,"You hear a whistle. Not disrespectful, just impressed."
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_6,"A smirk: 'Hope the chair’s not cold.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_7,"Someone laughs, 'That codpiece is working overtime.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_8,"A nod: 'Madman or mastermind.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_M_9,"You hear, 'He came for glory… and ventilation.'"

ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_0,"A voice says, 'That’s one way to shock a council.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_1,"Someone mutters, 'She leads with legs and legend.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_2,"A laugh: 'Steel above, scandal below.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_3,"You hear, 'She forgot nothing. This is all intentional.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_4,"A guest stammers. 'I—I mean, wow.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_5,"Someone whispers, 'She fights. She flaunts. She wins.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_6,"A drink is raised. 'To fearless fashion.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_7,"You hear, 'Armor where it counts. Drama where it dazzles.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_8,"A quiet voice: 'This is how legends begin.'"
ambient_GROUPINTERIOR_LIBERAL_ARMORED_BOTTOMLESS_F_9,"Someone chuckles, 'That’s not a battle skirt, that’s war art.'"

ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_0,"A voice says, 'He’s dressed like a duel could happen any second.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_1,"Someone mutters, 'I feel safer. And very underdressed.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_2,"You hear, 'He came ready to fight or party. Or both.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_3,"A mug is set down. 'Don’t spill near *him*.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_4,"Someone nods. 'Polished steel and calm eyes. Impressive.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_5,"A laugh: 'He’s not here to talk.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_6,"You hear, 'One wrong word and we see a demonstration.'"
ambient_GROUPINTERIOR_LIBERAL_BATTLE_READY_M_7,"A glance. 'Discreet. Deadly. Dressed to slay.'"
